Nanoparticle,Material_Type,Band_Gap_eV,Quantum_Yield_%,Exciton_Binding_Energy_meV,Plasmon_Resonance_nm,Electron_Mobility_cm2Vs,Quantum_Confinement_Size_nm,Spin_Orbit_Coupling_meV,Surface_Area_nm2,Volume_nm3,Aspect_Ratio,Defect_Density,Temperature_K,Dielectric_Constant,HOMO_Energy_eV,LUMO_Energy_eV,Fermi_Level_eV,Work_Function_eV,Absorption_Peak_nm,Emission_Peak_nm,Stokes_Shift_meV,Radiative_Lifetime_ns,S1_S0_Transition_eV,T1_S0_Transition_eV,Singlet_Triplet_Gap_meV,Hole_Mobility_cm2Vs,Conductivity_Scm,Carrier_Concentration_cm3,Crystal_Structure,Lattice_Parameter_A,Density_gcm3,Synthesis_Temperature_K,Precursor_Concentration_M,pH,Reaction_Time_h
Gold (Au),Metal,2.5780526465196725,47.24853603993885,42.350668607155555,520.0,315.0,7.5,50,176.71458676442586,220.8932334555323,1.9599610636846627,1.455724339179324,315.0,11.60662591924702,-5.70298806637569,-3.990238521769257,-4.482172306883491,4.1099761617224715,375.91040104055867,520.8468418085286,131.17168695541176,72.48802059812483,2.2495815985743857,1.943478704257688,597.9106712105479,31.5,0.009415569587495174,1.1935964126758066e+17,HCP,3.9048183743127503,6.540453903515758,581.5709453887956,0.6446373538969062,8.381277468131735,19.574978421214382
Gold (Au),Metal,2.605929761807612,42.74853603993885,42.350668607155555,520.0,285.0,7.5,50,176.71458676442586,220.8932334555323,1.9036199145784904,0.9297852261342779,285.0,9.943610460190694,-5.822732780464283,-4.359511954326768,-4.385645234424434,4.4671825284891185,558.841414521235,378.64093543198254,256.8156692313969,60.16522461586947,2.5622321980019063,1.9926795312718728,393.6052055906703,28.5,0.009763743799935894,6.009497108646697e+17,HCP,3.799387028943022,14.749812080427494,556.1885636765983,0.4381043542712408,7.394501133100169,15.969836450915619
Silver (Ag),Metal,3.4209747610270678,59.99853603993885,20.850668607155555,410.0,350.0,6.4,40,128.67963509103794,137.25827743044047,1.7048160709829108,1.0960308079605598,300.0,4.458871138416882,-3.751244586017932,-3.6163845916959665,-3.5081977055835027,4.5053996410890695,429.18583522515667,536.1069214000252,87.79858912779541,33.428884774904056,3.0597116729084317,2.6975397249544013,448.9391739363682,35.0,0.004762961675362131,7.942477906015464e+17,Zinc Blende,5.7154808038401335,13.487207118804516,511.5862460620506,0.9835788467609992,5.799204956700006,3.3680803981624607
Silver (Ag),Metal,3.4158755340413935,62.99853603993885,20.850668607155555,410.0,367.5,6.4,40,128.67963509103794,137.25827743044047,1.0092577248343535,1.5139678801498324,315.0,3.9448450001331263,-6.0636342501376825,-4.4312997508720295,-3.738952946156491,4.472489172657134,313.2443973673461,436.3401901528865,189.0936978786987,14.030616538250877,3.140654639090072,2.6258274607933427,525.7050835424122,36.75,0.005907277708475121,8.01356552727888e+17,BCC,6.583883816171294,9.094533599110019,589.7822018518734,0.7986064421510153,9.012811219694441,20.536277148678153
Silver (Ag),Metal,3.5927101999977227,56.99853603993885,20.850668607155555,410.0,332.5,6.4,40,128.67963509103794,137.25827743044047,1.6011385446998918,1.1056159324458263,285.0,7.1090599637878835,-4.090302466656254,-2.563878327935651,-3.952591890489682,3.749121212381823,467.43026961641647,371.7804704452433,185.00786690240324,19.118529798877987,3.186723502720448,2.6071323317434567,528.4019908167211,33.25,0.003302597267494291,6.470437070774612e+16,BCC,4.6759676692207774,18.929921498218857,673.9533788145077,0.8016493403697486,9.517917481858024,23.71272288737455
Silver (Ag),Metal,3.3930768458653966,59.99853603993885,24.850668607155555,410.0,350.0,8.0,40,201.06192982974676,268.082573106329,1.1896216931147878,2.473908016342282,300.0,3.1639413844237154,-4.400686890126545,-4.326752876424983,-3.8520610860894764,5.299233311314009,458.7891933828219,407.7121976057449,151.9216415192999,99.70173544100231,3.0807370354697543,2.5203532051611193,464.6657040436327,35.0,0.008982052057649395,9.748207254813494e+17,Wurtzite,5.539688665516964,10.129449463972993,728.5379426911214,0.6373139970812249,6.437651154179655,4.269713009175393
Silver (Ag),Metal,3.4634815073273386,62.99853603993885,24.850668607155555,410.0,367.5,8.0,40,201.06192982974676,268.082573106329,1.2860283561626928,0.35469188993303036,315.0,2.322386346851343,-3.7310495069629916,-2.850947562753361,-3.832586626916506,3.799738190319471,315.5422570202884,563.1346779053559,72.4743984768789,74.12777864972318,3.2285849783297706,2.5629398341048186,549.8097044718227,36.75,0.007235436050402486,6.530639565401126e+17,BCC,6.668569185627065,15.084459242810919,714.5680876152724,0.8342762552889195,4.793038264690954,6.832388849200231
Silver (Ag),Metal,3.3631427689711555,56.99853603993885,24.850668607155555,410.0,332.5,8.0,40,201.06192982974676,268.082573106329,1.1039251247082922,2.2667990942324643,285.0,10.191528995448262,-3.841549133221719,-2.5146773614241775,-4.270580073016339,4.730797491001319,587.4554214509678,564.9323026568383,220.68651619992193,85.34345924239247,3.1708990832730266,2.6635625794121998,693.4818634686169,33.25,0.00722108607672497,5.084495174697978e+16,BCC,3.5024352560853567,18.358883162851207,704.3104883842316,0.21238900083890122,5.988832214100716,10.125772056502212
Silver (Ag),Metal,3.3032060303791915,59.99853603993885,28.850668607155555,410.0,350.0,9.6,40,289.52917895483534,463.2466863277364,1.9378615352458666,2.465816627652832,300.0,9.514707196142957,-3.837236163405275,-3.722772944386487,-4.7306317565663125,3.69906429749603,335.2829542792308,543.5194046305458,67.26016079743565,9.69968052345171,3.219278965646741,2.628635412866515,605.3309449690787,35.0,0.0032327218385828525,1.946451535998045e+17,Wurtzite,6.8554411524085195,15.23742073156716,377.60945222217583,0.2790407097229029,4.605931308946219,11.225359810098245
Silver (Ag),Metal,3.35217279387472,62.99853603993885,28.850668607155555,410.0,367.5,9.6,40,289.52917895483534,463.2466863277364,1.8646853205140999,0.3880320826189164,315.0,10.041612780979873,-6.286202596301323,-3.9385360784026546,-4.019359820619978,3.803009922417295,506.0413538900174,427.6873597748741,241.43946016804458,53.308584859241925,2.9036934396861604,2.547089608187689,632.4196140893433,36.75,0.0031172695210607898,8.029355253574894e+17,HCP,3.2236921463791632,14.354028080668419,506.3142097259649,0.6945283485083927,6.152325905645338,13.178992310937703
Silver (Ag),Metal,3.348923731701022,56.99853603993885,28.850668607155555,410.0,332.5,9.6,40,289.52917895483534,463.2466863277364,1.8335561860080647,1.7509218037182808,285.0,5.540683836046069,-6.263964241134676,-3.3546640046198926,-3.986439746272293,4.925442955050782,360.43940910779685,589.8150428807633,222.5675282052524,32.47479885654454,3.2235516935575896,2.565962175583109,466.4464433117585,33.25,0.0069335079390649345,3.475290904090933e+17,BCC,3.5315996583581732,7.570283298541201,340.26669768492917,0.2669559046938072,5.102684342225512,18.94757393118011
Silver (Ag),Metal,3.2290461656758396,59.99853603993885,34.850668607155555,410.0,350.0,12.0,40,452.3893421169302,904.7786842338603,1.498575535034432,0.9049073191523407,300.0,3.398468136744299,-3.738863367475724,-3.2776997574908844,-3.841086717675165,5.313189905611295,300.805534484708,476.76385219565344,151.05481901098943,20.986578956740665,3.1598287609526463,2.5454822911682933,488.6830476125955,35.0,0.008687848964374799,3.977884939625084e+17,Zinc Blende,3.7049517110574643,3.3235222261504735,339.16697501856214,0.9675141610560759,7.884473866276699,2.208110430025413
Silver (Ag),Metal,3.3375773557277957,62.99853603993885,34.850668607155555,410.0,367.5,12.0,40,452.3893421169302,904.7786842338603,1.2819534217874033,0.870749208253533,315.0,7.169206805974079,-4.607658964605064,-2.644488495611369,-3.938872085569509,4.471133133067029,317.6287996492347,438.6406265037406,114.85118830298423,38.81134844544617,3.1736394705276236,2.5340360569320297,467.69400645288374,36.75,0.008977346719244588,3.616310849662063e+17,BCC,5.402131081212873,7.235665818926524,646.9437481857464,0.7182326276051303,9.664560857104016,21.881519297636515
Silver (Ag),Metal,3.2848347538008515,56.99853603993885,34.850668607155555,410.0,332.5,12.0,40,452.3893421169302,904.7786842338603,1.52496855715495,0.5776257865878358,285.0,2.2194831312017986,-5.74334083477242,-4.222014947746569,-4.895749535694106,3.61771503157176,447.9267342053887,419.91049357822465,90.95454429314094,4.040966294997427,3.2061925646051916,2.680143593895034,613.844071367618,33.25,0.006924663695180459,9.71491210034263e+17,HCP,6.660085139785765,10.644532917159593,356.4306878688204,0.24722990203740522,7.6141325061645215,9.074346916284584
Copper (Cu),Metal,2.4802526430167724,24.99853603993885,16.850668607155555,580.0,250.0,4.800000000000001,35,72.38229473870885,57.90583579096709,0.8338668099999078,1.9180774491916166,300.0,8.463383691340113,-5.915760133171407,-3.9271841225088546,-4.499555987681198,4.629887757686289,534.6559407933703,446.0290964685552,69.81263591901467,81.42355677745113,2.338465800287503,1.778816745596514,672.0217839435134,25.0,0.00842055525282518,4.165167406400955e+17,FCC,3.6929527381055363,9.942824768335251,777.4638611870525,0.41786457804105764,7.049409290313588,14.067191797584425
Copper (Cu),Metal,2.424096414750295,26.24853603993885,16.850668607155555,580.0,262.5,4.800000000000001,35,72.38229473870885,57.90583579096709,1.3210192592927712,1.9084392644253605,315.0,9.411690585096139,-4.73419499008576,-4.354060275701187,-3.4624417389097264,5.17203627338696,492.3758885095462,503.6304226886749,67.90144924357074,58.7744785694561,2.2096230636356653,1.642472325984891,587.8454983881825,26.25,0.0017666692075845776,1.239471322306245e+17,HCP,6.627766617236781,14.900209024110893,513.6725312935533,0.9483709598442518,11.168586916178551,16.981477080737168
Copper (Cu),Metal,2.483986316607703,23.74853603993885,16.850668607155555,580.0,237.5,4.800000000000001,35,72.38229473870885,57.90583579096709,1.2734936898350484,1.1119317765179224,285.0,9.317019242656434,-6.211914637685562,-3.1051098440652147,-4.6766304782337285,5.141684974307622,372.4856171002572,589.8107569917986,135.6947859621124,13.909428070860825,2.2214147094490047,1.7098528244286517,624.9175112396238,23.75,9.392632410857937e-05,2.9460825480776646e+17,Wurtzite,5.993381929325964,16.97738703336843,593.8345139889691,0.7253942017967547,8.052802789003545,10.09688879075617
Copper (Cu),Metal,2.463899109910531,24.99853603993885,19.850668607155555,580.0,250.0,6.0,35,113.09733552923255,113.09733552923254,1.3298471673484908,1.3273348605472293,300.0,5.377851667974254,-6.251452949400818,-2.9257362508372973,-3.7854358593120248,4.468880450553584,596.4145379698434,493.25140533882916,76.90497742483944,20.061967988793235,2.2205672669532186,1.7199378037079738,676.5715826683115,25.0,0.0075860507203303635,7.62519634669974e+17,BCC,5.955758555530672,3.343795274838067,438.2982611073361,0.4202401358525123,7.073846598643423,15.248610769205822
Copper (Cu),Metal,2.435222299477476,26.24853603993885,19.850668607155555,580.0,262.5,6.0,35,113.09733552923255,113.09733552923254,1.9526309830535027,1.9449120889413578,315.0,10.945111520318925,-4.9042531888035406,-3.3601098852833684,-4.597331119598316,4.743084853001254,539.3407644319884,401.4575264505798,189.0878504136654,98.7977853962776,2.1681217549405636,1.7490228580595981,632.8227087876566,26.25,0.0009016268593467528,9.594483387604493e+16,FCC,3.3093754040245797,8.24451896509662,605.1623558294593,0.7834161858913183,11.63312735056295,11.45740597634702
Copper (Cu),Metal,2.48231939237902,23.74853603993885,19.850668607155555,580.0,237.5,6.0,35,113.09733552923255,113.09733552923254,1.35634013825467,2.176309624905336,285.0,7.252324619999866,-5.681986371423633,-4.068331362424732,-4.407596623233697,4.977576481870181,360.6718640969866,606.1512616178909,237.4549065479729,17.32801451469259,2.053845859733711,1.6348972364414858,453.00521379471905,23.75,0.0001753298289211309,2.2911870846204982e+17,Wurtzite,5.132107092990217,16.72617891592717,782.2096430318006,0.7708578793401331,8.554069723952557,19.464819436028318
Copper (Cu),Metal,2.294984557816266,24.99853603993885,22.850668607155555,580.0,250.0,7.199999999999999,35,162.86016316209484,195.43219579451377,1.7412139444171029,2.2369422619852566,300.0,2.429143788628441,-4.2722025658554355,-3.00941873432186,-4.135849332802876,4.219405148920165,470.8289028105519,375.48992891625477,60.37292815969984,87.31689879908977,2.1676616154252493,1.7100517687990486,561.086867422882,25.0,0.0003863551123256281,7.861636303242019e+17,Perovskite,3.928942599803175,10.509676415183492,396.91691194194885,0.8039575256118664,11.416283542804813,22.27559771361721
Copper (Cu),Metal,2.4813868495882097,26.24853603993885,22.850668607155555,580.0,262.5,7.199999999999999,35,162.86016316209484,195.43219579451377,1.8256611278083574,1.484761207833214,315.0,6.118761959384047,-5.3880361954213685,-3.8900727104104433,-4.539334444245969,4.703552921803517,396.0284466811945,444.5425832520698,138.91851922239167,7.23414201838745,2.134796730125352,1.7828061084548765,672.9294120287775,26.25,0.003036077169597557,4.8672182529258144e+17,HCP,3.7040273629705207,16.625313127228043,768.2033791207659,0.49038363841847993,6.634919415645028,19.289471735309395
Copper (Cu),Metal,2.35278454919081,23.74853603993885,22.850668607155555,580.0,237.5,7.199999999999999,35,162.86016316209484,195.43219579451377,1.2334259000376537,0.250844181850456,285.0,8.527353631265585,-4.230960262135966,-4.374484355606979,-3.753600018469627,3.746695412307786,570.5870563826131,575.402574434662,161.68238983865805,54.105663079267735,2.390455412689403,1.7882018604947703,529.4771484412961,23.75,0.008470247413542893,3.708349409799911e+17,HCP,3.4096992381958087,10.1661449269617,673.2698923064308,0.7240873461508357,2.301175471799444,10.46921625578397
Copper (Cu),Metal,2.3531298991801544,24.99853603993885,27.350668607155555,580.0,250.0,9.0,35,254.46900494077323,381.7035074111598,1.1382936612950916,0.8000849765491007,300.0,10.882072748115146,-4.910240344814202,-4.128531532512576,-4.444815322668417,4.189721852852312,449.7601907028712,420.4755048998297,272.3511143677034,86.058545243007,2.1484112488286233,1.645505245732799,679.134097501978,25.0,0.008039170578272385,9.411829410166772e+17,BCC,6.952223928548795,3.8011660728184493,316.5742628757942,0.03645879410649961,7.739371509003618,21.581540502765467
Copper (Cu),Metal,2.2932553361900085,26.24853603993885,27.350668607155555,580.0,262.5,9.0,35,254.46900494077323,381.7035074111598,1.7932287054039766,0.8771963265275428,315.0,9.564416699223509,-6.208236635790553,-3.581024089498359,-3.739021351087001,4.020187807870555,301.4208661597562,552.5397836741402,222.44562441252663,63.82379190954782,2.0081734623716447,1.780646073983305,414.07458780144384,26.25,0.0017051506027455756,6.027324441066328e+16,Wurtzite,5.486664381290633,16.9024272525551,763.1480402351896,0.40042035178996804,9.015817504815928,10.373594826774625
Copper (Cu),Metal,2.4015012123057184,23.74853603993885,27.350668607155555,580.0,237.5,9.0,35,254.46900494077323,381.7035074111598,1.8142727784260255,0.9686475537195229,285.0,11.602362351701272,-6.492118397811761,-2.566218995877927,-4.018452350621979,5.475491720515086,524.6921938233667,445.02246892108104,100.05994912906309,90.43262696195806,2.3243423704531385,1.7710978192051037,474.4381563023177,23.75,0.007789697551203667,2.3978101768168e+17,Zinc Blende,3.5570585794922955,13.607273706540616,426.1010031017396,0.8898194535480245,9.002328176927824,13.798105178193637
Platinum (Pt),Metal,2.875286768526981,49.99853603993885,28.850668607155555,450.0,400.0,5.6000000000000005,60,98.52034561657594,91.95232257547087,1.9459439341112115,0.7643554780650152,300.0,7.8504410264602,-5.839721645709645,-3.1387175340835123,-4.251195816019054,4.651046001741395,310.7861736500027,632.4252781297557,175.08926570748818,56.25893796387003,2.6257714634355684,1.9707279629920913,577.9917695913343,40.0,0.005520965319826013,5.916031086529164e+17,FCC,6.418173093565935,12.017644264181948,608.0732224298449,0.4675885973595226,2.0795862505545197,22.745484650837327
Platinum (Pt),Metal,2.81655877488142,52.49853603993885,28.850668607155555,450.0,420.0,5.6000000000000005,60,98.52034561657594,91.95232257547087,0.9462246208608098,0.5373127428350815,315.0,6.035978195420221,-3.8818693453971176,-3.4730280395372386,-3.459645381595503,4.994497430147279,560.1761451727851,578.538211530094,244.2548095607275,30.556920809890624,2.499759617617741,2.050404858527776,498.89606005833286,42.0,0.0061923657024593294,3.4988393311139508e+16,Perovskite,3.733016407135887,3.871269503996275,494.83390066162656,0.9706896600428807,11.198785574553593,21.144759027393885
Platinum (Pt),Metal,2.794235120075331,47.49853603993885,28.850668607155555,450.0,380.0,5.6000000000000005,60,98.52034561657594,91.95232257547087,1.7537919173014642,2.0977445494027984,285.0,6.436305783899769,-5.610758181665983,-2.559913673548784,-4.803079718578816,4.872599516091183,549.3872194182777,383.1443310418628,80.11806268801858,52.15620617524816,2.544210837302138,1.9704861944289127,429.2651191529265,38.0,0.009705210788604543,9.276361872688899e+17,Wurtzite,3.157753478121945,19.4741574013701,520.4340563515809,0.9366705839864311,3.5273802430998993,6.506925416640994
Platinum (Pt),Metal,2.7079110743403723,49.99853603993885,34.850668607155555,450.0,400.0,7.0,60,153.93804002589985,179.59438003021648,1.3686106246515224,0.35144355087779955,300.0,9.794657561504842,-5.858116719850337,-3.4614694590235766,-4.18229169190755,4.955214572408504,339.87043961367374,537.5780905653869,200.6619151067076,45.046570540478385,2.535775015214616,1.9283132676455879,669.882042073654,40.0,0.005227261991457024,9.786716146625349e+17,FCC,6.664591460179134,12.443129643180823,583.2882824088013,0.665743318196422,3.542201447652171,3.6328035025078593
Platinum (Pt),Metal,2.705438233263923,52.49853603993885,34.850668607155555,450.0,420.0,7.0,60,153.93804002589985,179.59438003021648,1.291155320523477,1.2802339388068835,315.0,7.643209100435874,-6.0478367548706515,-4.237186095261311,-4.198293170485318,5.205424878227219,545.9017600017287,361.84084136430704,234.63833300856714,63.85906934335289,2.394917300441806,1.9980254801992672,582.9828480080537,42.0,0.008432741643107583,7.364137949082883e+17,HCP,5.690199369569527,5.447747462245956,536.3168900805765,0.5061754865053028,3.9431328099101797,10.668295584222138
Platinum (Pt),Metal,2.72745914561849,47.49853603993885,34.850668607155555,450.0,380.0,7.0,60,153.93804002589985,179.59438003021648,1.903848470441152,0.5220855841496818,285.0,9.261416589999591,-4.495721799697693,-2.883810841145006,-4.478275769073802,4.335437369694961,544.8981627208261,417.09401448755,288.0184379727779,37.79065627461004,2.329382456573035,1.9532837322282666,420.6432397721315,38.0,0.005096011912322466,9.810216252553706e+17,Wurtzite,3.777518981688055,7.212247727391387,336.707300722914,0.9220027493258881,8.725712226257354,12.807639550440534
Platinum (Pt),Metal,2.697241840916902,49.99853603993885,40.850668607155555,450.0,400.0,8.4,60,221.6707776372958,310.33908869221415,1.5950165819402935,2.2437342186650007,300.0,7.624603877306433,-5.976681933280853,-4.436997858358282,-4.147672733045903,3.7880649475149326,403.46054740147576,565.7202241562411,249.4006902398338,95.81531314024213,2.589562195215552,1.9561965209091141,405.1349658623728,40.0,0.009419442379756802,5.422809312917317e+17,FCC,5.1072740909191765,2.250199738809651,397.01722397998986,0.5461459807945945,11.581074358308445,20.850661954064588
Platinum (Pt),Metal,2.7594959940920347,52.49853603993885,40.850668607155555,450.0,420.0,8.4,60,221.6707776372958,310.33908869221415,0.8547319524767804,1.825098388261395,315.0,7.375582778784834,-4.551635217010064,-4.4587717312656325,-4.291339060049619,5.359849269014337,560.4292507517193,520.3253331155989,101.04164590925356,87.94877309556685,2.556870988408776,2.0672461152385275,666.9328024029903,42.0,0.0003691011694334064,4.017608169937235e+16,Wurtzite,5.630227690522036,19.06637982614514,688.4708289553835,0.09388168981080226,10.71330975120155,7.035758178731999
Platinum (Pt),Metal,2.760566232886765,47.49853603993885,40.850668607155555,450.0,380.0,8.4,60,221.6707776372958,310.33908869221415,1.560089105154844,2.3213178111469825,285.0,5.752259079838094,-6.11967544855814,-2.9440666787547016,-3.830988633909991,4.617551463682891,443.02157162406263,492.2287335297285,143.77267650203515,15.62771677946526,2.605452449067427,2.025555301287647,672.312391297366,38.0,0.007385171521604555,2.2039688014394544e+17,HCP,5.8709207796606115,2.307760449714314,386.51072559552824,0.06211770072236989,11.408261363696957,14.920617941114658
Platinum (Pt),Metal,2.7258299068330913,49.99853603993885,49.850668607155555,450.0,400.0,10.5,60,346.3605900582747,606.1310326019807,0.9902599956287462,1.5759926233616894,300.0,2.982365775762195,-3.885787017215457,-2.763097693428006,-4.447674272194646,4.754618057533897,504.574787938029,384.5061621426757,113.04723830940142,26.919965972011806,2.4970967432357325,2.039961889460644,329.46653535855256,40.0,0.003210659379515546,2.9524830658345734e+17,HCP,3.2470636556545545,9.847933498830123,773.8485458495816,0.474453090372176,5.466795402960319,16.18642807453223
Platinum (Pt),Metal,2.67836856872388,52.49853603993885,49.850668607155555,450.0,420.0,10.5,60,346.3605900582747,606.1310326019807,1.374106538757713,2.4044544012313165,315.0,2.656150601282083,-4.9205406694550105,-3.340690733490014,-3.8378962046133527,5.166411169898717,421.85713452419577,353.6277074244013,101.5118833451275,91.30981807678667,2.4656979448346066,2.0125911016249236,580.6620195132184,42.0,0.003040875392142319,8.443660207569169e+17,Perovskite,4.4482142752233305,15.984873608232714,310.1010433522806,0.9003993079859679,11.516515911305483,5.997857142303922
Platinum (Pt),Metal,2.6587687565470093,47.49853603993885,49.850668607155555,450.0,380.0,10.5,60,346.3605900582747,606.1310326019807,0.8695077347869022,1.128760614168738,285.0,2.4944546156748633,-5.989005864531395,-4.413433715192981,-4.930973919024289,4.637123414050029,388.55450785618535,576.6548686284974,170.01663273910378,97.336055802821,2.496148307189058,2.0852695474606775,513.2125304609408,38.0,0.007823874987973945,2.184737859009056e+17,Zinc Blende,4.506400452835032,4.448236523539259,550.0358573430747,0.8803887925033408,9.918316875167655,7.975663435163485
